,Total Amount Funded,Monthly PAYMENT,Home Ownership,Monthly Income,Approx. Fico Score,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Last Delinquency,Last Record,EmployedCat,Status
42784,18000,605.13,RENT,4583.33,732.0,37.0,16955.0,22.8,5.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42785,28000,605.17,MORTGAGE,6448.17,770.0,32.0,1275.0,5.5,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
42787,17000,605.17,MORTGAGE,6333.0,669.0,44.0,18680.0,72.4,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42788,17500,605.28,RENT,5200.0,695.0,20.0,1427.0,16.8,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42789,18825,605.32,MORTGAGE,4166.67,732.0,19.0,5776.0,29.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42790,23000,605.4,MORTGAGE,5416.67,732.0,19.0,4953.0,99.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42791,18000,605.4,OWN,3603.0,695.0,12.0,3423.0,15.2,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42792,18000,605.4,MORTGAGE,3750.0,695.0,19.0,12076.0,39.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42793,28500,605.41,MORTGAGE,8750.0,770.0,32.0,28170.0,32.6,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42794,22250,605.45,OWN,4666.67,669.0,26.0,21905.0,92.4,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
42795,27400,605.5,MORTGAGE,8333.33,790.0,24.0,692.0,1.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42796,18500,605.6,RENT,5000.0,732.0,43.0,1609.0,53.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42797,23000,606.04,RENT,6239.33,669.0,20.0,12694.0,93.0,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
42798,18000,606.32,RENT,4333.33,695.0,25.0,25436.0,34.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42800,18075,606.33,MORTGAGE,4333.33,695.0,36.0,17839.0,71.1,3.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42802,18000,606.41,MORTGAGE,5000.0,695.0,7.0,5552.0,72.1,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42805,22750,606.54,MORTGAGE,3986.67,669.0,16.0,16509.0,62.8,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42806,18800,606.54,RENT,5000.0,732.0,29.0,10059.0,42.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42807,16950,606.6,MORTGAGE,5833.33,669.0,33.0,23903.0,81.6,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42808,18500,606.64,MORTGAGE,6416.67,695.0,31.0,8318.0,36.8,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42809,25975,606.69,MORTGAGE,4416.67,732.0,43.0,19052.0,69.8,1.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
42810,18000,607.02,MORTGAGE,7083.33,695.0,33.0,23052.0,56.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42811,21600,607.06,MORTGAGE,7833.33,669.0,12.0,23895.0,94.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42812,16800,607.28,MORTGAGE,5000.0,669.0,23.0,17102.0,78.4,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42813,25000,607.29,RENT,8500.0,770.0,18.0,2725.0,38.9,5.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42814,22500,607.31,RENT,3750.0,695.0,18.0,8735.0,45.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42816,18000,607.41,RENT,3333.33,695.0,12.0,3612.0,69.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42817,18000,607.41,RENT,4166.67,695.0,11.0,14050.0,63.9,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42818,18000,607.41,RENT,6083.33,695.0,11.0,8613.0,40.6,0.0,LAST FIVE,LAST TEN,5_TO_9_YRS,Delinquent
42819,25000,607.43,OWN,6666.67,732.0,13.0,20789.0,87.8,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42820,25000,607.43,MORTGAGE,9416.67,732.0,31.0,13313.0,94.2,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42821,23600,607.54,OWN,5000.0,732.0,21.0,17969.0,50.9,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42823,25000,607.82,MORTGAGE,6666.67,732.0,19.0,14004.0,88.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42824,25000,607.82,MORTGAGE,6250.0,732.0,31.0,34256.0,72.0,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42825,19425,607.82,RENT,3333.33,732.0,16.0,24303.0,61.7,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42826,25000,607.82,RENT,4833.33,732.0,34.0,6405.0,58.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42827,25000,607.82,RENT,4250.0,732.0,20.0,26064.0,53.1,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
42828,25000,607.82,OWN,7500.0,732.0,19.0,28623.0,50.8,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Delinquent
42829,25000,607.82,MORTGAGE,5000.0,732.0,29.0,24572.0,33.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42830,25000,607.82,RENT,10416.67,732.0,39.0,27667.0,40.6,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42831,18000,607.87,RENT,7333.33,695.0,19.0,15008.0,44.8,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42832,18000,607.87,RENT,3762.5,695.0,15.0,17833.0,66.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42834,18500,607.98,RENT,6183.0,732.0,23.0,19892.0,17.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42835,23000,608.21,RENT,3800.0,695.0,44.0,0.0,0.0,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
42836,23000,608.21,MORTGAGE,9166.67,695.0,30.0,22795.0,83.2,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42837,25000,608.22,MORTGAGE,10000.0,732.0,25.0,8146.0,72.1,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42838,25000,608.22,MORTGAGE,5000.0,732.0,18.0,14075.0,71.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42839,25000,608.22,RENT,3916.67,770.0,23.0,8748.0,33.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42841,25000,608.22,RENT,5600.0,732.0,26.0,21846.0,36.5,3.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
42842,25000,608.22,RENT,5833.33,732.0,22.0,19617.0,27.9,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
42844,25000,608.22,MORTGAGE,5900.0,732.0,27.0,12371.0,14.3,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
42845,25000,608.22,RENT,8167.0,732.0,23.0,1386.0,4.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42847,20000,608.35,MORTGAGE,7000.0,790.0,38.0,3553.0,5.6,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42848,22000,608.37,MORTGAGE,6500.0,669.0,38.0,20705.0,58.8,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42849,18750,608.37,RENT,5833.33,732.0,32.0,11923.0,63.1,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42850,17000,608.39,RENT,5000.0,695.0,25.0,18384.0,96.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42851,18000,608.42,MORTGAGE,3973.5,732.0,30.0,4646.0,55.2,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
42852,18000,608.42,RENT,6833.33,695.0,30.0,4556.0,47.0,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42853,18000,608.42,MORTGAGE,10833.33,695.0,41.0,33756.0,82.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42856,18000,608.58,OWN,5000.0,695.0,23.0,5855.0,54.7,0.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Delinquent
42857,22500,608.58,MORTGAGE,5000.0,695.0,22.0,7411.0,43.0,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42859,22675,608.6,MORTGAGE,11666.67,695.0,13.0,8817.0,95.4,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42860,28000,608.65,MORTGAGE,8500.0,770.0,17.0,5042.0,40.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42861,19000,608.72,MORTGAGE,5750.0,770.0,21.0,2279.0,20.7,3.0,LAST FIVE,JUST NOW,0_TO_4_YRS,Not Delinquent
42863,18150,608.76,MORTGAGE,7333.33,695.0,20.0,33948.0,74.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42864,18600,608.86,RENT,6166.67,732.0,27.0,13757.0,82.4,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
42865,18225,609.0,RENT,3333.33,695.0,24.0,27064.0,87.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42866,17500,609.05,RENT,7708.33,695.0,21.0,23357.0,74.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42867,24250,609.09,MORTGAGE,4166.67,695.0,45.0,19602.0,81.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42868,24000,609.32,RENT,6500.0,732.0,11.0,0.0,0.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42869,24000,609.32,RENT,6044.0,695.0,25.0,18137.0,70.8,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42870,24000,609.32,MORTGAGE,5833.33,695.0,28.0,25601.0,54.4,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
42871,24000,609.32,RENT,5000.0,695.0,15.0,10402.0,63.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42873,24000,609.32,OWN,3666.67,695.0,24.0,14058.0,53.5,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42874,24000,609.32,RENT,5424.0,695.0,36.0,6515.0,32.6,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42875,22575,609.34,MORTGAGE,7000.0,669.0,30.0,948.0,14.4,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42879,25500,609.73,MORTGAGE,5583.33,732.0,39.0,25684.0,88.9,3.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
42881,25475,609.8,MORTGAGE,8333.33,770.0,24.0,8472.0,17.6,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42882,27600,609.91,MORTGAGE,4000.0,770.0,24.0,3055.0,22.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42883,24600,609.92,MORTGAGE,4833.33,732.0,25.0,6520.0,45.9,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42884,24400,609.96,RENT,6000.0,732.0,15.0,13879.0,59.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42885,20000,609.99,MORTGAGE,9750.0,790.0,28.0,6677.0,17.5,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42886,20000,609.99,OWN,9791.67,790.0,27.0,18219.0,29.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42887,20000,609.99,MORTGAGE,8333.33,790.0,34.0,7097.0,12.0,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42888,20000,609.99,OWN,5000.0,770.0,17.0,8440.0,8.1,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42889,20000,609.99,RENT,4916.67,770.0,31.0,4254.0,16.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42891,23500,610.0,MORTGAGE,6680.42,695.0,16.0,21434.0,60.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42892,24250,610.01,MORTGAGE,7667.0,695.0,35.0,17535.0,80.1,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42893,24250,610.01,MORTGAGE,5570.0,695.0,37.0,21778.0,73.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42894,24250,610.01,OWN,6250.0,695.0,29.0,6210.0,54.4,2.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
42895,24250,610.01,MORTGAGE,6250.0,695.0,31.0,28432.0,59.9,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42896,27000,610.06,RENT,5922.83,732.0,17.0,26617.0,55.6,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42898,19500,610.16,MORTGAGE,5833.33,732.0,17.0,20006.0,66.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42899,19500,610.16,RENT,8750.0,732.0,24.0,31873.0,27.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42901,23325,610.47,RENT,5416.67,695.0,14.0,23295.0,90.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42902,21775,610.6,RENT,6333.33,669.0,31.0,1455.0,14.5,3.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
42903,18000,610.64,RENT,4833.33,695.0,10.0,3074.0,27.7,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42904,18000,610.64,RENT,4666.67,695.0,10.0,27292.0,52.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42906,18000,610.64,MORTGAGE,7916.67,695.0,29.0,13838.0,37.9,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42908,18000,610.64,RENT,3060.0,695.0,37.0,14299.0,49.3,0.0,LAST TEN,LAST TEN,10_YRS_PLUS,Delinquent
42909,18000,610.75,RENT,3750.0,695.0,11.0,14715.0,65.4,0.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
42910,18000,610.75,MORTGAGE,5000.0,695.0,32.0,6141.0,39.4,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42911,18000,610.75,RENT,6500.0,695.0,19.0,12806.0,92.1,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42912,18000,610.75,RENT,8333.33,695.0,23.0,14137.0,59.2,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
42913,18000,610.75,RENT,10833.33,695.0,26.0,15914.0,95.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42914,18000,610.75,OWN,5500.0,695.0,27.0,13938.0,42.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42915,18000,610.75,RENT,7500.0,695.0,13.0,6868.0,63.6,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42916,18000,610.75,MORTGAGE,6666.67,695.0,21.0,11123.0,56.2,2.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
42917,18000,610.75,MORTGAGE,10750.0,695.0,43.0,20824.0,85.0,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42918,18000,610.75,MORTGAGE,4166.67,695.0,26.0,25861.0,61.9,1.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
42919,18000,610.75,MORTGAGE,8000.0,695.0,37.0,14828.0,46.6,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
42920,18900,611.1,MORTGAGE,3666.67,732.0,20.0,0.0,0.0,0.0,LAST FIVE,JUST NOW,0_TO_4_YRS,Not Delinquent
42921,18000,611.44,RENT,3666.67,695.0,16.0,5494.0,14.1,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
42922,18000,611.44,MORTGAGE,6250.0,695.0,22.0,4389.0,7.7,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42923,18000,611.44,RENT,5250.0,695.0,37.0,19525.0,59.0,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
42926,24000,611.67,MORTGAGE,4250.0,695.0,40.0,20048.0,85.7,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
42927,18500,611.91,RENT,5972.83,732.0,6.0,16552.0,94.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42929,25000,612.22,MORTGAGE,9166.67,695.0,47.0,7469.0,76.1,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42931,25200,612.28,MORTGAGE,5700.0,790.0,20.0,33.0,0.3,5.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42932,18000,612.32,MORTGAGE,8266.5,695.0,15.0,17728.0,55.2,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42933,18000,612.32,RENT,4256.0,695.0,10.0,14292.0,91.0,0.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
42934,18000,612.32,MORTGAGE,6666.67,695.0,22.0,9685.0,75.7,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42935,18000,612.32,RENT,6750.0,695.0,30.0,31070.0,57.5,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
42936,18000,612.32,OWN,5833.33,695.0,36.0,21816.0,77.6,0.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
42937,17000,612.36,MORTGAGE,6250.0,695.0,20.0,20429.0,66.1,2.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
42939,24500,612.46,RENT,4333.33,732.0,19.0,24514.0,95.4,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42940,28100,612.51,MORTGAGE,7166.67,790.0,31.0,6316.0,8.3,3.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42941,18250,612.59,MORTGAGE,3790.75,695.0,40.0,18782.0,66.6,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42942,21250,612.68,RENT,6666.67,669.0,24.0,16687.0,98.2,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42945,24000,612.72,RENT,8000.0,695.0,28.0,11631.0,81.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42947,24000,612.72,MORTGAGE,8666.67,695.0,20.0,24716.0,59.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42948,24000,612.72,MORTGAGE,7833.33,695.0,39.0,31763.0,63.0,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42949,24000,612.72,RENT,7231.58,695.0,35.0,14905.0,78.5,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42951,18000,612.76,MORTGAGE,8188.33,695.0,10.0,21614.0,74.5,3.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
42952,18000,612.76,MORTGAGE,5051.0,695.0,12.0,5838.0,88.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42955,19000,612.99,MORTGAGE,7750.0,732.0,18.0,12566.0,29.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42957,27300,613.09,RENT,4583.33,732.0,26.0,32984.0,69.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42958,27300,613.09,MORTGAGE,4666.67,732.0,43.0,28997.0,41.4,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42959,19600,613.11,MORTGAGE,4791.67,770.0,33.0,30339.0,42.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42960,16500,613.12,RENT,2809.73,669.0,26.0,15185.0,39.1,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42961,23000,613.21,MORTGAGE,10000.0,669.0,41.0,26659.0,52.9,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42962,25000,613.28,RENT,6250.0,732.0,10.0,10894.0,51.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42963,25000,613.28,RENT,8333.33,770.0,13.0,474.0,3.4,4.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
42964,25000,613.28,RENT,9950.0,732.0,9.0,13521.0,72.7,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42965,20000,613.35,MORTGAGE,7166.67,770.0,28.0,24831.0,36.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42966,20000,613.35,RENT,11666.67,770.0,14.0,24917.0,26.2,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42968,20000,613.35,MORTGAGE,7500.0,732.0,28.0,18158.0,55.2,3.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
42969,20000,613.35,MORTGAGE,6666.67,770.0,23.0,18802.0,55.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42970,20000,613.35,RENT,10000.0,770.0,16.0,25290.0,40.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42971,20000,613.35,RENT,7500.0,770.0,20.0,14328.0,29.8,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42972,20000,613.35,MORTGAGE,9083.33,770.0,33.0,7022.0,13.3,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42973,20000,613.35,MORTGAGE,5166.67,770.0,22.0,9458.0,15.2,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42974,20000,613.35,MORTGAGE,8858.33,770.0,35.0,11387.0,32.5,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42975,20000,613.35,MORTGAGE,7500.0,732.0,41.0,24720.0,32.5,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42977,18000,613.36,RENT,4166.67,695.0,14.0,6072.0,83.2,3.0,NEVER,LAST TEN,10_YRS_PLUS,Delinquent
42978,24375,613.41,MORTGAGE,4000.0,732.0,16.0,8859.0,89.5,0.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
42979,18000,613.46,MORTGAGE,4416.67,695.0,25.0,19298.0,72.3,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
42980,18000,613.87,RENT,4276.0,695.0,9.0,16140.0,75.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42981,18000,613.87,RENT,5166.67,695.0,9.0,23246.0,77.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42982,18000,613.87,RENT,6680.92,695.0,21.0,20276.0,89.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42983,18000,613.87,RENT,4541.67,695.0,37.0,19994.0,49.4,0.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
42984,18000,613.87,RENT,4333.33,695.0,19.0,17952.0,68.9,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42985,24475,613.94,MORTGAGE,10000.0,695.0,34.0,25470.0,73.4,3.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
42987,17475,614.03,MORTGAGE,4916.67,669.0,34.0,866.0,7.0,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42988,20000,614.08,RENT,6666.67,790.0,26.0,9471.0,21.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42989,20000,614.08,RENT,4583.0,790.0,13.0,7508.0,17.5,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42991,20000,614.08,RENT,10833.33,790.0,29.0,5834.0,21.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42992,20000,614.08,MORTGAGE,3333.33,770.0,25.0,19444.0,21.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42993,20000,614.08,MORTGAGE,5594.0,790.0,47.0,4500.0,7.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
42995,20000,614.08,MORTGAGE,4583.33,790.0,41.0,10250.0,19.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
42997,19750,614.26,OWN,4250.0,732.0,21.0,23932.0,58.1,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
42998,19750,614.44,RENT,3166.67,770.0,27.0,22532.0,45.6,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
42999,18000,614.47,OWN,8333.33,695.0,26.0,9360.0,43.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43001,25000,614.48,MORTGAGE,4833.33,695.0,13.0,9388.0,48.8,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43003,22200,614.53,RENT,6833.33,669.0,12.0,2113.0,96.0,3.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
43004,24000,614.55,MORTGAGE,7416.67,695.0,36.0,0.0,0.0,1.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
43005,24000,614.55,MORTGAGE,7083.33,695.0,12.0,20857.0,87.3,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43007,18550,614.64,RENT,3583.33,732.0,15.0,10133.0,25.6,2.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
43009,17500,614.82,RENT,2700.0,695.0,20.0,8892.0,95.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43010,18400,614.85,RENT,4633.33,695.0,36.0,17961.0,48.3,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43011,16950,614.92,RENT,4583.33,669.0,17.0,6268.0,97.9,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43012,17925,614.94,MORTGAGE,7000.0,695.0,41.0,1887.0,94.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43013,18000,615.03,RENT,6750.0,695.0,14.0,12191.0,62.2,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
43015,18900,615.1,MORTGAGE,7150.0,732.0,16.0,2192.0,24.1,0.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
43016,18000,615.11,RENT,11060.45,695.0,40.0,9165.0,50.8,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43017,18000,615.11,RENT,5000.0,695.0,30.0,6225.0,24.8,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
43018,18000,615.11,MORTGAGE,8333.33,695.0,20.0,4447.0,13.9,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43019,18000,615.11,RENT,5416.67,695.0,28.0,32930.0,73.0,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43021,17825,615.47,RENT,4892.0,695.0,17.0,14016.0,61.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43022,18125,615.52,RENT,4500.0,695.0,42.0,22037.0,58.9,4.0,LAST FIVE,JUST NOW,5_TO_9_YRS,Not Delinquent
43023,21350,615.56,MORTGAGE,5466.67,669.0,39.0,23596.0,98.3,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43024,28000,615.66,MORTGAGE,11250.0,790.0,37.0,2099.0,3.2,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
